Opentime,Parkinfo,cost_level,Product_evaluation,Environment_evaluation,Service_evaluation,latitude,longitude,District,Area,Shopid,total_shop,clothes_and_shoes,food,entertainment,makeup,shopping,digital,other,group_purchase,comment,checkins,MetroStation,popular
13,0,3,0,0,0,31.35262,121.39309,2,17,15619659,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,3,6.9,6.9,6.9,30.92998,121.27542,17,17,15619660,0,0,0,0,0,0,0,0,0,2,0,0,0
1,0,3,0,0,0,31.35594,121.38951,2,17,15619661,0,0,0,0,0,0,0,0,0,2,0,0,0
11,0,3,0,0,0,30.80455,121.28936,14,17,15619662,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.33881,121.77579,18,17,15619663,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,3,0,0,0,31.09187,121.43762,12,17,15619664,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,30.88157,121.32255,14,17,15619665,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,3,0,0,0,31.41431,121.34274,2,17,15619667,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,3,0,0,0,30.99304,121.43046,13,17,15619669,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,0,0,31.05048,121.58974,6,17,15619672,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,3,0,0,0,31.29974,121.408,2,17,15619673,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,3,0,0,0,31.10094,121.45421,12,17,15619675,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.03141,121.29568,17,17,15619677,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,3,0,0,0,31.2403,121.27045,12,17,15619680,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,0,0,30.87844,121.84817,6,17,15619682,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,3,0,0,0,31.08968,121.43779,12,17,15619684,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,31.17371,121.7472,6,17,15619686,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.46922,121.2834,1,17,15619689,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,1,0,0,0,31.08575,121.58454,6,17,15619692,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,30.89678,121.16133,14,17,15619693,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,2,0,0,0,31.19432,121.18571,8,17,15619694,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,3,0,0,0,31.29898,121.32539,1,17,15619696,44,5,7,2,2,1,1,26,1,1,0,1,0
9,0,2,0,0,0,31.13443,121.10428,8,17,15619697,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,31.1214,121.32149,17,17,15619698,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,31.01167,121.25539,17,17,15619699,0,0,0,0,0,0,0,0,0,1,0,0,0
16,0,2,0,0,0,31.14867,121.11626,8,17,15619700,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,3,0,0,0,31.22854,121.48972,15,17,15619704,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,3,0,0,0,31.26568,121.21391,1,17,15619705,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,31.29147,121.36826,2,17,15619706,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,3,0,0,0,30.96375,121.44234,13,17,15619707,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,6.9,6.9,0,31.11175,121.58143,6,17,15619710,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,1,0,0,0,30.99229,121.75631,6,17,15619711,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,2,0,0,0,31.28147,121.3495,4,17,15619713,53,10,14,3,0,4,1,21,3,0,0,1,0
12,0,1,0,0,0,30.86102,121.85031,6,17,15619715,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,2,0,0,0,31.25503,121.08804,8,17,15619716,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.00506,121.27462,17,17,15619718,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,3,0,0,0,31.03379,121.36646,12,17,15619719,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,0,0,31.11632,121.75773,6,17,15619722,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,3,0,0,0,30.76433,121.36684,14,17,15619725,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,3,0,0,0,31.43041,121.21674,1,17,15619728,0,0,0,0,0,0,0,0,0,1,0,0,0
10,0,3,0,0,0,31.10292,121.60905,6,17,15619732,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,3,0,0,0,31.12674,121.32199,17,17,15619733,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,3,0,0,0,31.28644,121.3174,1,17,15619734,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,3,0,0,0,0,0,1,17,15619735,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,3,0,0,0,31.12684,121.40678,12,17,15619737,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.32628,121.40757,2,17,15619741,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,3,0,0,0,31.02862,121.36982,12,17,15619743,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,3,0,0,0,31.07409,121.33956,17,17,15619744,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,3,0,0,0,30.9295,121.46479,13,17,15619745,0,0,0,0,0,0,0,0,0,2,0,0,0
12,0,3,0,0,0,0,0,1,17,15619747,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,3,0,0,0,30.89428,121.16174,14,17,15619749,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,1,0,0,0,31.13715,121.61375,6,17,15619750,0,0,0,0,0,0,0,0,0,2,0,0,0
12,0,1,0,0,0,31.052,121.589,6,17,15619751,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,3,0,0,0,31.06797,121.52424,12,17,15619752,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,3,0,0,0,31.07873,121.35821,17,17,15619753,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,1,0,0,0,31.12402,121.51812,6,17,15619755,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.52498,121.83605,19,17,15619758,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,3,0,0,0,30.98896,121.49912,13,17,15619759,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,3,0,0,0,30.98895,121.4991,13,17,15619760,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.58078,121.52639,20,17,15619761,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,2,0,0,0,30.97683,121.02774,8,17,15619762,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,3,0,0,0,31.10341,121.43047,12,17,15619763,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,3,0,0,0,31.22587,121.32814,12,17,15619764,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,2,0,0,0,31.25689,121.4284,4,17,15619765,0,0,0,0,0,0,0,0,0,1,0,0,0
13,0,3,0,0,0,31.10185,121.53555,12,17,15619766,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,2,7,7,7,31.24588,121.4792,3,17,15619767,0,0,0,0,0,0,0,0,0,1,0,1,0
5,0,3,0,0,0,31.35641,121.39141,2,17,15619771,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,31.07001,121.52541,12,17,15619773,0,0,0,0,0,0,0,0,0,1,0,0,0
10,0,3,0,0,0,30.86841,121.54118,13,17,15619775,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,3,0,0,0,30.88623,121.04336,14,17,15619776,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,30.76461,121.36783,14,17,15619777,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,0,0,31.12084,121.6027,6,17,15619778,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0,0,31.23293,121.7422,6,17,15619779,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,3,0,0,0,31.04328,121.31246,17,17,15619780,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,0,0,31.04197,121.40573,12,17,15619784,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.28898,121.53564,16,17,15619787,26,2,16,2,0,0,0,6,5,4,1,1,0
14,0,3,0,0,0,31.0367,121.24673,17,17,15619792,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,30.98445,121.12033,17,17,15619793,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.06854,121.14271,17,17,15619796,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,1,0,0,0,31.20189,121.71644,6,17,15619801,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,31.12635,121.31762,17,17,15619802,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,31.34802,121.39685,2,17,15619804,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,3,0,0,0,30.93316,121.27502,17,17,15619805,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,31.33872,121.48054,2,17,15619806,98,16,34,2,0,6,2,38,0,1,3,0,0
0,0,3,0,0,0,31.34348,121.27816,1,17,15619809,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,3,0,0,0,31.07232,121.14877,17,17,15619813,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,2,0,0,0,31.25376,121.08304,8,17,15619815,0,0,0,0,0,0,0,0,0,1,0,0,0
11,0,3,0,0,0,31.36309,121.17761,1,17,15619817,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,3,0,0,0,30.89558,121.16237,14,17,15619818,0,0,0,0,0,0,0,0,0,1,0,0,0
22,0,3,0,0,0,30.98209,121.56297,13,17,15619821,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,0,0,31.34879,121.15132,1,17,15619823,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,31.02868,121.37045,12,17,15619824,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,3,0,0,0,31.04423,121.46741,12,17,15619825,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,1,0,0,0,31.20043,121.68726,6,17,15619827,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,31.06881,121.71506,6,17,15619828,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,1,6.9,6.9,6.9,31.12184,121.76252,6,17,15619829,0,0,0,0,0,0,0,0,0,1,0,0,0
16,0,2,0,0,0,31.21317,121.10516,8,17,15619831,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.61738,121.53725,18,17,15619835,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,3,0,0,0,31.02878,121.37048,12,17,15619837,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,31.21386,121.7278,6,17,15619838,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,3,0,0,0,31.41472,121.27246,1,17,15619840,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,0,0,31.26117,121.62134,6,2,15619844,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,3,0,0,0,31.04388,121.46752,12,17,15619845,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,3,0,0,0,31.26913,121.30036,1,17,15619846,0,0,0,0,0,0,0,0,0,1,0,0,0
11,0,3,0,0,0,30.9109,121.64773,13,17,15619847,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,31.33638,121.4826,2,17,15619848,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,0,0,0,31.01586,121.69952,6,17,15619849,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,0,0,31.32214,121.43601,2,17,15619852,0,0,0,0,0,0,0,0,0,1,0,0,0
13,0,3,0,0,0,31.03088,121.29526,17,17,15619855,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,3,0,0,0,31.16326,121.49766,6,17,15619857,0,0,0,0,0,0,0,0,0,8,0,1,0
14,0,3,0,0,0,31.29883,121.37896,2,17,15619858,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,2,6.9,6.9,6.9,31.20054,121.18524,8,17,15619859,0,0,0,0,0,0,0,0,0,1,0,0,0
14,0,3,0,0,0,31.34716,121.48606,2,17,15619863,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,30.89429,121.16175,14,17,15619867,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.06355,121.30936,17,17,15619869,0,0,0,0,0,0,0,0,0,5,0,0,0
12,0,3,0,0,0,31.52597,121.83615,19,17,15619870,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,31.09427,121.27098,17,17,15619871,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,7,7,7,31.074,121.33939,17,17,15619879,0,0,0,0,0,0,0,0,0,1,0,0,0
16,0,2,0,0,0,31.11874,121.06332,8,17,15619880,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,2,0,0,0,31.19375,121.18088,8,17,15619881,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.38454,121.25033,1,17,15619882,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,3,0,0,0,31.18072,121.35251,12,13,15619884,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,3,0,0,0,30.90026,121.39931,13,17,15619886,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,1,0,6.9,0,31.28672,121.16372,1,17,15863375,0,0,0,0,0,0,0,0,0,5,0,1,0
13,0,1,0,0,0,31.38348,121.25611,1,17,15864828,95,5,50,8,0,0,1,31,23,26,9,0,1
12,0,3,0,0,0,31.29878,121.5157,16,7,15866323,0,0,0,0,0,0,0,0,0,8,0,1,1
12,0,2,0,0,0,31.24505,121.3826,4,17,15866360,0,0,0,0,0,0,0,0,0,6,0,0,0
16,0,2,0,0,0,31.19103,121.44211,7,1,15879510,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,2,6.9,6.9,6.9,31.28953,121.47743,9,17,15923376,0,0,0,0,0,0,0,0,0,2,0,0,0
13,0,1,0,0,0,31.24014,121.52487,6,14,15953279,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,3,0,0,0,31.28909,121.30953,1,17,16105432,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,1,0,0,0,31.20415,121.4866,15,17,16105698,0,0,0,0,0,0,0,0,0,0,0,1,0
16,0,2,0,0,0,31.19901,121.45505,7,17,16105699,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0,3,0,0,0,31.07302,121.33729,17,17,16105701,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.33583,121.45867,2,17,16111987,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,31.3036,121.42473,2,17,16117589,0,0,0,0,0,0,0,0,0,1,0,0,0
24,0,3,0,0,0,31.19141,121.38448,5,13,16127999,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.23875,121.40598,4,17,16129780,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,0,0,31.17651,121.38193,12,13,16132544,43,5,20,2,1,1,0,14,5,1,1,0,0
5,0,1,0,0,0,31.21385,121.61786,6,9,16142425,0,0,0,0,0,0,0,0,0,0,0,1,0
10,0,3,0,0,0,31.31744,121.44716,3,17,16142522,0,0,0,0,0,0,0,0,0,2,0,1,0
10,0,3,0,0,0,31.2927,121.52014,16,7,16175490,7,0,1,3,0,0,0,3,1,0,0,0,0
12,0,3,0,0,0,31.17433,121.34277,12,17,16175699,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,3,0,0,0,30.94332,121.14048,17,17,16181579,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,6.9,6.9,6.9,31.27481,121.42134,2,17,16188700,0,0,0,0,0,0,0,0,0,2,0,1,0
15,0,2,0,0,0,30.97611,121.02777,8,17,16197081,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,3,0,0,0,31.22769,121.48973,15,17,16197751,0,0,0,0,0,0,0,0,0,0,0,1,0
17,0,0,0,0,0,31.33793,121.49114,2,17,16229584,23,1,7,3,0,1,0,11,2,2,0,0,0
13,0,3,0,0,0,31.2431,121.26886,12,17,16235246,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,31.4802,121.34263,2,17,16246780,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,31.36849,121.48988,2,17,16249617,0,0,0,0,0,0,0,0,0,0,0,1,0
9,0,2,0,0,0,31.19828,121.45469,7,17,16269613,0,0,0,0,0,0,0,0,0,1,0,1,0
14,0,3,0,0,0,31.0495,121.19871,17,17,16273345,33,0,28,1,0,0,0,4,5,0,0,0,0
11,0,3,0,0,0,31.28833,121.30951,1,17,16281921,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.30725,121.15104,1,17,16307502,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,31.0536,121.75966,6,17,16320561,0,0,0,0,0,0,0,0,0,0,0,1,0
16,0,2,0,0,0,31.21349,121.44087,7,17,16322032,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,1,0,0,0,31.22759,121.42741,5,6,16322818,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,3,0,0,0,31.19141,121.38448,5,13,16331683,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,3,0,0,0,31.31105,121.37192,2,17,16345011,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,0,0,31.08223,121.41667,12,17,16349205,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,3,0,0,0,31.24831,121.40557,4,17,16360490,0,0,0,0,0,0,0,0,0,0,0,1,0
14,0,3,0,0,0,31.41342,121.34337,2,17,16401006,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,31.19458,121.51309,6,17,16422209,0,0,0,0,0,0,0,0,0,0,0,1,0
9,0,2,0,0,0,31.15463,121.20242,8,17,16454609,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0,0,31.12736,121.4765,6,17,16486480,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,31.13174,121.54869,6,8,16520031,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,31.33857,121.47888,2,17,16534574,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,31.36714,121.4458,2,17,16540223,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,0,7,0,31.24361,121.635,6,17,16566323,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,1,0,0,0,31.19218,121.66961,6,17,16566582,34,0,20,2,0,2,0,10,6,1,0,0,0
23,0,2,0,0,0,31.10918,121.05817,8,17,16581142,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,1,0,0,0,31.0724,121.76326,6,17,16584383,0,0,0,0,0,0,0,0,0,4,0,0,0
9,0,2,0,0,0,31.24379,121.4828,9,17,16602113,0,0,0,0,0,0,0,0,0,0,0,1,0
16,0,2,0,0,0,31.18692,121.13282,8,17,16647643,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,6.9,0,31.30502,121.63437,6,17,16654841,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,3,0,0,0,31.26603,121.52595,16,17,16664524,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,3,0,0,0,31.29082,121.36768,2,17,16668695,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,2,0,0,0,31.1539,121.42964,7,17,16669933,0,0,0,0,0,0,0,0,0,0,0,1,0
11,0,3,0,0,0,31.23406,121.48619,15,17,16675482,0,0,0,0,0,0,0,0,0,0,0,1,0
15,0,1,0,0,0,31.29212,121.60833,6,17,16675904,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.24121,121.45219,11,17,16680544,0,0,0,0,0,0,0,0,0,1,0,0,0
9,0,2,0,0,0,31.17233,121.42722,7,17,16686394,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,0,0,31.11724,121.5795,6,17,16696887,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,1,7,7,7,31.20034,121.69504,6,17,16697849,0,0,0,0,0,0,0,0,0,1,0,0,0
15,1,2,0,7.9,0,31.09478,121.50459,12,17,16721209,14,1,4,0,1,0,0,8,0,55,18,1,1
23,0,2,0,0,0,31.13442,121.11223,8,17,16786858,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,2,0,0,0,31.19341,121.43972,7,1,16794144,0,0,0,0,0,0,0,0,0,86,0,1,0
10,0,1,0,0,0,31.24498,121.425,4,17,16812139,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,2,7,7,7,31.23142,121.387,4,17,16835188,0,0,0,0,0,0,0,0,0,1,0,0,0
12,1,2,0,0,7.9,31.08555,121.39969,12,17,16835399,63,6,36,9,0,2,1,9,12,112,53,0,1
13,1,1,0,8,0,31.28918,121.16181,1,17,16835465,25,0,17,2,0,0,0,6,6,17,5,1,0
13,0,1,0,0,0,31.32658,121.26806,1,17,16967273,67,15,19,5,2,2,0,24,10,5,6,0,0
1,1,3,0,0,0,31.3271,121.40743,2,17,16985803,0,0,0,0,0,0,0,0,0,3,0,0,0
15,0,3,0,0,0,30.75467,121.33831,14,17,17147719,92,20,45,3,4,1,0,19,24,125,18,0,1
12,1,1,0,0,0,31.17233,121.3823,12,13,17156395,0,0,0,0,0,0,0,0,0,35,10,0,0
12,0,3,6.9,6.9,6.9,31.25405,121.34189,1,17,17171780,0,0,0,0,0,0,0,0,0,1,0,0,0
13,0,2,0,0,0,31.20358,121.60203,6,9,17173183,82,8,44,5,0,4,1,20,18,82,16,0,1
9,0,2,0,0,0,31.14984,121.17622,8,17,17180914,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,1,0,0,0,31.1814,121.40629,12,13,17182589,0,0,0,0,0,0,0,0,0,4,0,0,0
10,0,2,6.9,6.9,6.9,31.12708,121.44947,7,17,17184903,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,3,0,0,0,31.04936,121.1965,17,17,17200114,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,1,0,0,0,31.18632,121.30093,8,17,17224065,0,0,0,0,0,0,0,0,0,136,0,1,0
12,0,1,0,0,0,31.28432,121.60949,6,2,17281252,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.30049,121.51423,16,7,17281400,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,1,0,0,0,31.27627,121.66316,6,2,17287428,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,3,0,0,0,31.46684,121.19542,1,17,17295677,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.38496,121.3588,2,17,17300679,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,3,0,0,0,31.20376,121.63822,6,9,17316416,61,13,21,1,2,1,1,22,5,0,0,0,0
17,0,3,7,6.9,6.9,31.34856,121.3667,2,17,17335445,32,0,15,3,0,1,0,13,3,3,1,0,0
12,0,3,0,0,0,31.07563,121.51258,12,17,17342654,0,0,0,0,0,0,0,0,0,4,0,1,0
22,0,3,0,0,0,30.90633,121.39696,13,17,17346529,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,3,0,0,0,31.05872,121.286,17,17,17405783,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,3,0,0,0,31.15014,121.43881,7,17,17405958,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,3,0,0,0,30.91454,121.49362,13,17,17436422,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,3,0,0,0,31.19471,121.34622,5,17,17461077,0,0,0,0,0,0,0,0,0,9,0,1,0
13,0,3,6.9,6.9,6.9,31.04164,121.45103,12,17,17462338,0,0,0,0,0,0,0,0,0,1,0,0,0
14,0,3,0,0,0,31.11788,121.26028,17,17,17466565,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,3,0,7,0,31.06066,121.2093,17,17,17472529,0,0,0,0,0,0,0,0,0,1,0,0,0
14,0,3,0,0,0,31.03443,121.2348,17,17,17503364,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,30.95915,121.14399,17,17,17518351,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,3,0,0,0,30.75988,121.3571,14,17,17527880,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,31.25739,121.46171,3,17,17529716,0,0,0,0,0,0,0,0,0,1,0,1,0
14,0,3,0,0,0,31.02915,121.2306,17,17,17536511,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,3,0,0,0,31.12404,121.40175,12,17,17560172,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,30.89341,121.02185,14,17,17561762,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.14284,121.35351,12,17,17578074,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,3,6.9,6.9,6.9,31.10159,121.39004,12,5,17599074,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,1,7,0,0,31.20544,121.40663,5,15,17614830,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,1,0,0,0,31.02705,121.70363,6,17,17621069,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,2,6.9,6.9,6.9,31.24575,121.48339,9,17,17623005,0,0,0,0,0,0,0,0,0,1,0,1,0
12,1,3,0,9,0,31.2089,121.40329,5,17,17641039,132,12,83,9,4,0,0,24,26,696,213,1,1
10,0,1,0,0,0,31.22188,121.47677,10,17,17650160,0,0,0,0,0,0,0,0,0,0,0,1,0
17,0,2,0,0,0,30.91004,121.81905,6,17,17656509,0,0,0,0,0,0,0,0,0,3,0,0,0
16,0,2,0,0,0,31.25983,121.49625,9,17,17686759,0,0,0,0,0,0,0,0,0,0,0,1,0
9,0,1,0,0,0,31.21755,121.41494,5,6,17754575,0,0,0,0,0,0,0,0,0,4,0,0,0
17,0,3,6.9,6.9,6.9,31.17338,121.51519,6,8,17755874,0,0,0,0,0,0,0,0,1,1,1,1,0
10,1,3,9,0,8.9,31.19524,121.76537,6,17,17775229,148,116,11,3,2,0,1,15,0,1379,180,0,1
12,0,1,0,0,0,31.20908,121.30829,12,17,17824790,68,1,43,7,3,0,0,14,14,9,4,0,0
3,0,3,0,0,0,31.1834,121.33319,17,17,17853644,0,0,0,0,0,0,0,0,0,1,0,0,0
9,0,2,7,7,7,31.25999,121.39711,4,17,17855072,0,0,0,0,0,0,0,0,0,1,0,0,0
16,0,2,0,0,0,31.19331,121.43798,7,1,17874560,0,0,0,0,0,0,0,0,0,0,0,1,0
9,0,2,0,0,0,31.19532,121.44015,7,1,17874570,0,0,0,0,0,0,0,0,0,0,0,1,0
11,0,1,0,0,0,31.22803,121.5169,6,4,17874771,0,0,0,0,0,0,0,0,0,0,0,1,0
24,0,3,7,6.9,0,31.23477,121.4738,15,11,17874874,0,0,0,0,0,0,0,0,0,2,0,1,0
24,0,3,0,0,0,31.23713,121.48328,15,17,17874896,0,0,0,0,0,0,0,0,0,0,0,1,0
